Token	POS-Tag	OOV	Id	Index	Documento
o	DET	0	44	44	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
apito	NOUN	1	44	45	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
final	ADJ	0	44	46	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
,	PUNCT	0	44	47	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	44	48	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
resultado	NOUN	0	44	49	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
teve	VERB	0	44	50	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
impacto	NOUN	0	44	51	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
direto	ADJ	0	44	52	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
na	ADP	0	44	53	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
classificação	NOUN	0	44	54	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
da	ADP	0	44	55	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
competição	NOUN	0	44	56	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	44	57	Santos enfrentou o Cruzeiro em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Atlético	PROPN	0	45	0	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Mineiro	PROPN	0	45	1	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
enfrentou	VERB	0	45	2	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	45	3	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Bahia	PROPN	0	45	4	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
em	ADP	0	45	5	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
uma	DET	0	45	6	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
partida	NOUN	0	45	7	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
importante	ADJ	0	45	8	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
do	ADP	0	45	9	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
campeonato	NOUN	0	45	10	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	45	11	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A	DET	0	45	12	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
equipe	NOUN	0	45	13	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
demonstrou	VERB	0	45	14	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
organização	NOUN	0	45	15	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
tática	ADJ	0	45	16	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
e	CCONJ	0	45	17	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
criou	VERB	0	45	18	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
boas	ADJ	0	45	19	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
oportunidades	NOUN	0	45	20	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
de	ADP	0	45	21	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
gol	NOUN	0	45	22	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
durante	ADP	0	45	23	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	45	24	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
jogo	NOUN	0	45	25	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	45	26	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Os	DET	0	45	27	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
torcedores	NOUN	0	45	28	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
acompanharam	VERB	1	45	29	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	45	30	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
confronto	NOUN	0	45	31	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
com	ADP	0	45	32	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
grande	ADJ	0	45	33	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
expectativa	NOUN	0	45	34	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
e	CCONJ	0	45	35	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
apoiaram	VERB	0	45	36	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	45	37	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
time	NOUN	0	45	38	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
durante	ADP	0	45	39	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
os	DET	0	45	40	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
noventa	NUM	1	45	41	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
minutos	NOUN	0	45	42	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	45	43	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Após	ADP	0	45	44	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	45	45	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
apito	NOUN	1	45	46	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
final	ADJ	0	45	47	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
,	PUNCT	0	45	48	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	45	49	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
resultado	NOUN	0	45	50	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
teve	VERB	0	45	51	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
impacto	NOUN	0	45	52	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
direto	ADJ	0	45	53	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
na	ADP	0	45	54	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
classificação	NOUN	0	45	55	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
da	ADP	0	45	56	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
competição	NOUN	0	45	57	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	45	58	Atlético Mineiro enfrentou o Bahia em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Fluminense	PROPN	0	46	0	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
enfrentou	VERB	0	46	1	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
o	DET	0	46	2	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
Botafogo	PROPN	0	46	3	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
em	ADP	0	46	4	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
uma	DET	0	46	5	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
partida	NOUN	0	46	6	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
importante	ADJ	0	46	7	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
do	ADP	0	46	8	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
campeonato	NOUN	0	46	9	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
.	PUNCT	0	46	10	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
A	DET	0	46	11	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
equipe	NOUN	0	46	12	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
demonstrou	VERB	0	46	13	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
organização	NOUN	0	46	14	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
tática	ADJ	0	46	15	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
e	CCONJ	0	46	16	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
criou	VERB	0	46	17	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
boas	ADJ	0	46	18	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
oportunidades	NOUN	0	46	19	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
de	ADP	0	46	20	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
gol	NOUN	0	46	21	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
durante	ADP	0	46	22	Fluminense enfrentou o Botafogo em uma partida importante do campeonato . A equipe demonstrou organização tática e criou boas oportunidades de gol durante o jogo . Os torcedores acompanharam o confronto com grande expectativa e apoiaram o time durante os noventa minutos . Após o apito final , o resultado teve impacto direto na classificação da competição .
